TRADE_DATE,MARKET,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,score_raw_mse,score_curve_z,market_label,EVENT_LABEL
2021-12-22,TTF,165.3946,165.1508,157.3563,133.1115,129.3288,128.9092,128.7836,128.7836,129.1789,129.7574,130.736,130.9401,130.9952,130.8673,122.1973,41.2542,37.926,36.9456,37.3002,37.3751,37.6822,37.7158,38.02,38.3242,38.8648,38.8648,37.7352,26.962,25.5621,25.263,24.6259,24.8502,25.3113,25.8529,26.2737,26.7726,13.257894,52.39242172241211,TTF,EU pre-invasion spike
2021-12-21,TTF,180.1656,179.99,167.0692,128.9535,125.2872,125.0723,124.775,124.775,124.775,125.9059,126.475,127.0441,126.6944,126.3232,118.4088,41.8885,38.5091,37.5136,37.9145,37.9907,38.42,38.2264,38.6125,38.9986,39.3774,39.3774,38.2329,27.56,26.129,25.8234,25.194,25.4235,25.8953,26.3936,26.85,27.1185,11.782946,46.37461853027344,TTF,EU pre-invasion spike
2022-03-02,TTF,173.7,171.6748,171.3585,170.5511,168.7781,167.2048,164.8963,163.9956,162.366,159.46,152.7663,134.4124,69.215,62.103,59.2286,59.2182,59.1,58.9779,58.571,58.5125,58.454,57.7193,57.1534,54.9264,43.94,41.7853,41.0402,39.3923,39.6308,40.2429,41.1593,41.575,41.9908,40.8765,40.596,38.8029,9.3367405,36.394073486328125,TTF,Russian invasion shock
2021-12-23,TTF,125.8653,125.8404,121.1983,106.3992,104.6118,104.4191,104.2581,104.2581,104.5782,104.7987,105.7486,106.072,105.8447,105.7416,98.1508,39.9217,36.701,35.7523,35.9058,35.9779,36.2735,36.4808,36.775,37.0692,37.5973,37.5973,36.5045,27.3,25.8825,25.5798,24.947,25.1743,25.6414,26.0987,26.5235,27.027,9.031656,35.14932632446289,TTF,EU pre-invasion spike
2021-12-28,TTF,105.588,105.9546,102.824,93.5056,90.2671,89.9342,90.1847,90.1847,90.4616,91.2939,92.1214,92.4031,91.9937,91.9041,85.3066,39.3354,36.162,35.2272,35.6568,35.7284,36.022,36.1584,36.45,36.7416,37.4205,37.4205,36.3329,27.612,26.1783,25.8721,25.2434,25.4734,25.946,26.6393,27.0729,27.5869,6.403992,24.428430557250977,TTF,EU pre-invasion spike
2021-12-24,TTF,98.6802,98.778,96.0364,88.4016,87.4369,87.2703,87.1254,87.2564,87.5255,87.9656,88.8524,89.2128,89.0178,88.6721,81.8027,39.1222,35.966,35.0363,35.1588,35.2294,35.5189,35.7864,36.075,36.3636,36.8903,36.8903,35.8181,27.04,25.636,25.3361,24.7,24.925,25.3875,26.0495,26.4735,26.9761,6.0977783,23.179075241088867,TTF,EU pre-invasion spike
2021-12-27,TTF,105.84,106.155,103.1168,90.0879,87.1819,86.947,86.8506,86.8506,87.1172,87.8557,88.652,88.9231,88.4669,88.3806,82.0361,39.2288,36.064,35.1317,35.5572,35.6286,35.9213,36.0592,36.35,36.6408,37.0165,37.0165,35.9406,26.988,25.5867,25.2874,24.6506,24.8752,25.3367,26.0495,26.4735,26.9761,5.7853374,21.904314041137695,TTF,EU pre-invasion spike
2021-12-20,TTF,146.4794,146.054,133.2783,96.6718,91.9128,91.3996,91.4959,91.4959,91.7768,92.1634,92.4411,93.131,93.1533,92.1981,87.6775,40.8145,37.5218,36.5518,36.1309,36.2036,36.6127,37.1993,37.575,37.9508,38.2538,38.2538,37.1419,28.184,26.7206,26.408,26.0338,26.271,26.7584,27.0571,27.525,27.8003,5.7435255,21.733720779418945,TTF,EU pre-invasion spike
2021-12-29,TTF,95.9247,96.1632,94.186,87.7716,86.8573,86.6033,86.5883,86.5883,86.8541,87.4585,88.2512,88.5211,88.5531,88.3806,81.9499,40.2682,37.0195,36.0625,36.2295,36.3023,36.6005,36.8032,37.1,37.3968,38.077,38.077,36.9703,27.144,25.8129,25.3527,24.7494,24.9749,25.4383,26.1478,26.5734,27.0779,5.6903133,21.516613006591797,TTF,EU pre-invasion spike
2022-01-06,TTF,97.25,95.95,87.2977,85.9175,85.5839,85.4092,85.452,85.7585,86.0929,87.1364,87.6638,87.6928,87.6072,81.8032,42.7318,39.4292,38.6922,38.6915,38.8082,39.287,39.5808,39.9,40.2192,40.602,40.602,39.4219,27.976,26.6041,26.1298,25.6669,25.8223,26.2212,26.9255,27.475,28.0245,28.2043,5.3002033,19.92496109008789,TTF,EU pre-invasion spike
